id_listing,judul,harga,alamat,kamar_tidur,kamar_mandi,garasi/carport,luas_tanah,luas_bangunan
hos61489721,Rumah Asri Minimalis Di Prv Gegerkalong Sukasari Bandung Utara,"Rp 1,9 Miliar",Siap Huni,3,3,1,: 150 m²,: 200 m²
hos11651727,"Rumah Bagus 1.5 Lantai Siap Huni Komplek Batununggal, Bandung","Rp 3,3 Miliar",Full Furnished,4,2,1,: 180 m²,: 150 m²
hos54430676,Rumah Lama Butuh Renovasi Di Tubagus Ismail Lokasi Strategis,Rp 3 Miliar,Dekat Sekolah,6,3,1,: 120 m²,: 250 m²
hos73158658,Rumah di Dago Pakar The Best View Bandung Lokasi Terbaik,"Rp 4,2 Miliar",Dekat Landmark,3,3,2,: 379 m²,: 250 m²
hos32130996,Rumah Lux Ada Kolam Renang di Geger Kalong Bandung,"Rp 8,5 Miliar",Dekat Sekolah,5,3,5,: 488 m²,: 600 m²
hos23231521,Rumah Murah Siap Huni Cherry Field Buah Batu Bandung,"Rp 1,7 Miliar",Siap Huni,4,3,1,: 162 m²,: 175 m²
hos67286860,Dijual Rumah Summarecon Bandung Sudah Ada Penyewa,"Rp 1,85 Miliar",Full Furnished,3,2,1,: 90 m²,: 70 m²
hos75505991,Rumah Minimalis Siap Huni Di Setiabudi Regency Dekat Area Kampus,"Rp 1,9 Miliar",Siap Huni,5,4,1,: 150 m²,: 250 m²
hos35063508,Rumah Lux Murah View Cantik Dago Resort Jarang Ada,Rp 8 Miliar,Full Furnished,4,3,3,: 444 m²,: 350 m²
hos50584169,Rumah Terawat Siap Huni di Cluster Pinus Regency,"Rp 1,5 Miliar",Siap Huni,2,1,2,: 144 m²,: 100 m²
hos33725264,Rumah Minimalis Siap Huni Di Dedes Burangrang,"Rp 1,6 Miliar",Siap Huni,4,1,1,: 214 m²,: 150 m²
hos81188472,"Dijual Rumah Minimalis Di Taman Cibaduyut Indah 1 di Taman Cibaduyut Indah 1 , Cibaduyut",Rp 760 Juta,Dekat Sekolah,2,1,null,: 100 m²,: 77 m²
hos67011075,"Dijual Rumah Luas Dan Asri di Turangga, Bandung Harga Terbaik","Rp 7,5 Miliar",Dekat Sekolah,5,4,2,: 470 m²,: 250 m²
hos84974977,Rumah Sudah Renovasi Di Komplek Adipura 1 Gede Bage Bandung,Rp 825 Juta,Dekat Akses Transportasi,4,3,1,: 84 m²,: 160 m²
hos95002115,Rumah Murah Minimalis Siap Huni Komplek Setradago Antapani,"Rp 2,19 Miliar",Full Furnished,5,3,1,: 147 m²,: 166 m²
hos11078071,Jarang Ada Rumah Sayap Riau Bandung Lokasi Strategis,Rp 20 Miliar,Full Furnished,12,5,1,: 629 m²,: 500 m²
hos55466556,Rumah 2 Lantai Lux Batununggal Siap Huni One Gate System,"Rp 5,4 Miliar",Siap Huni,4,4,1,: 300 m²,: 270 m²
hos66690233,Turun Harga! Rumah Siap Huni Full Furnished Dalam Komplek Dago Resort,Rp 10 Miliar,Full Furnished,5,5,1,: 608 m²,: 350 m²
hos42458064,Rumah Baru Jarang Ada Furnished Dalam Komplek Elit Dago Resort,"Rp 3,9 Miliar",Full Furnished,3,3,1,: 160 m²,: 217 m²
hos96656648,Rumah Baru Minimalis Di Turangga Bisa Kpr Best Location,"Rp 2,45 Miliar",Dekat Akses Transportasi,4,3,1,: 100 m²,: 170 m²
hos27527555,Rumah Baru Scandinavian Cocok Di Jadikan Villa Dago Resort,Rp 8 Miliar,Dekat Sekolah,4,2,1,: 444 m²,: 350 m²
hos52138568,Rumah 2 Lantai Cluster Metro Margahayu Raya Bandung,"Rp 1,2 Miliar",Bebas Banjir,3,3,1,: 96 m²,: 110 m²
hos55481452,Rumah Villa Tropis Minipool Budi Indah Cipaku Setiabudi Bandung,"Rp 1,92 Miliar",Bebas Banjir,3,2,1,: 115 m²,: 110 m²
hos30863831,Jarang Ada Rumah Siap Huni Menarik Di Kembar Sayap Bkr Bandung,"Rp 1,6 Miliar",Siap Huni,3,3,1,: 140 m²,: 120 m²
hos36707194,Rumah Dan Ruang Usaha Semi Furnished Sayap Riau Hak Sewa Siap Huni,Rp 7 Miliar,Full Furnished,9,9,2,: 329 m²,: 500 m²
hos43678416,Rumah Bandung Tempo Doeloe  Kota Baru Parahyangan Bandung,"Rp 7,5 Miliar",Full Furnished,4,4,2,: 392 m²,: 336 m²
hos99545186,Rumah Baru Dan Cantik Dekat Margahayu Metro Indah Mall (mim) Dan Rs Al Islam Soekarno Hatta Bandung Dijual,"Rp 1,2 Miliar",Siap Huni,3,3,2,: 105 m²,: 90 m²
hos18186954,Jual Rumah Cantik Harga Murah Di Dago Kota Bandung Utara Dekat Itb,"Rp 2,3 Miliar",Baru dibangun,3,2,2,: 112 m²,: 114 m²
hos61498222,Murah!!! Rumah murah Bagus Dan Terawat Setrasari Raya,Rp 7 Miliar,Dekat Akses Transportasi,5,5,null,: 690 m²,: 500 m²
hos78119969,Dijual harga NJOP Rumah kost sayap batununggal,"Rp 6,55 Miliar",Dekat Sekolah,29,12,null,: 735 m²,: 670 m²
hos11485343,Turun Harga!! Rumah Mewah Kumala Garden!!,"Rp 5,35 Miliar",Dekat Akses Transportasi,5,5,1,: 320 m²,: 473 m²
hos17437452,Rumah Hunian Nyaman Margahayu Raya One Gate System Nego,"Rp 1,95 Miliar",Full Furnished,4,3,2,: 105 m²,: 200 m²
hos39678342,Rumah Bagus Jual Cepat 2lt Di Kota Baru Parahyangan,"Rp 3,2 Miliar",Full Furnished,4,3,2,: 162 m²,: 139 m²
hos97091652,Dijual Rumah Terawat Siap Huni Dago,"Rp 9,97 Miliar",Siap Huni,6,5,4,: 1980 m²,: 300 m²
hos61210743,"RUMAH SIAP HUNI DI KOMPLEK MARGAHAYU, RANCABOLANG, KOTA BANDUNG. AKSES 2 MOBIL, LOKASI STRATEGIS","Rp 1,5 Miliar",Siap Huni,4,3,1,: 120 m²,: 200 m²
hos9597430,Best Buy!!! Dijual Rumah Villa Mewah Area Dago Terdapat Kolam Renang,"Rp 4,25 Miliar",Full Furnished,3,3,1,: 264 m²,: 100 m²
hos88962985,Dijual Rumah Bagus Siap Huni Setra Duta,"Rp 2,85 Miliar",Siap Huni,3,3,1,: 115 m²,: 200 m²
hos65434361,Best Buy !!! Dijual Rumah Baru Modern Siap Huni Di Arcamanik Bandung,"Rp 1,13 Miliar",Siap Huni,3,3,1,: 100 m²,: 110 m²
hos3814336,Best Buy!!! Dijual Rumah Villa Nyaman Minimalis Cluster Dago,"Rp 2,25 Miliar",Full Furnished,3,2,1,: 105 m²,: 120 m²
hos98004309,Best Buy !!! Dijual Rumah Modern Klasik Nyaman Banget Cluster Cigadung Dekat Gedung Sate Gasibu,"Rp 2,3 Miliar",Dekat Sekolah,6,3,1,: 120 m²,: 180 m²
hos21970738,Rumah Terawat Posisi Hook di Sayap BKR Kembar,"Rp 4,95 Miliar",Siap Huni,5,3,3,: 463 m²,: 375 m²
hos36020420,Rumah 1 Lantai Siap Huni Akses Tol Kopo Taman Kopo Indah Bandung,"Rp 1,6 Miliar",Siap Huni,2,1,1,: 144 m²,: 65 m²
hos82460094,Rumah Lama Posisi Hook SHM Area Dago Juanda Itb Unpad Bandung,Rp 24 Miliar,Dekat Akses Transportasi,8,5,4,: 726 m²,: 600 m²
hos60869738,Rumah 1 Lantai Siap Huni Taman Kopo Indah TKI Bandung,Rp 1 Miliar,Siap Huni,2,1,1,: 104 m²,: 72 m²
hos21264492,Rumah 2 Lantai SHM View Gunung Komplek Graha Puspa Bandung Utara,"Rp 2,65 Miliar",Siap Huni,5,4,2,: 750 m²,: 380 m²
hos2504750,"Rumah Antapani, Bandung Bagus SHM Semi Furnished",Rp 600 Juta,Full Furnished,2,1,null,: 60 m²,: 60 m²
hos8768005,"Rumah Bagus Furnished SHM Kota Baru Parahyangan, Bandung","Rp 3,9 Miliar",Full Furnished,5,4,1,: 180 m²,: 250 m²
hos43663191,Dijual Rumah Murah Siap Huni Di Turangga Dekat Trans Studio Mall Bandung,"Rp 1,45 Miliar",Siap Huni,3,2,1,: 120 m²,: 126 m²
hos5150653,DIJUAL RUMAH MURAH STRATEGIS ANTAPANI BANDUNG,Rp 850 Juta,Dekat Sekolah,3,3,1,: 90 m²,: 180 m²
hos85097437,Jual Cepat Villa Wisata Bandung 20 Menit Dari Tol Soerang,"Rp 4,8 Miliar",Dekat Akses Transportasi,3,3,null,: 4000 m²,: 800 m²
hos15121488,Dijual Cepat Rumah Kopo Permai Termurah,"Rp 1,6 Miliar",Siap Huni,5,3,null,: 211 m²,: 180 m²
hos74954515,Dijual Rumah Terawat Siap Huni Lokasi Strategis di Turangga Bandung,"Rp 2,8 Miliar",Siap Huni,7,3,1,: 282 m²,: 200 m²
hos21816467,Dijual rumah siap huni komplek bunga sariwangi bandung,Rp 1 Miliar,Siap Huni,5,3,1,: 194 m²,: 220 m²
hos29985475,Dijual Rumah Lux semi furnish Siap Huni di Cipaku Indah Setiabudi Bandung Utara,Rp 7 Miliar,Full Furnished,8,7,3,: 510 m²,: 666 m²
hos99798402,Rumah Dijual Full Furnish  Komplek Pesona Bali Ciwaruga,"Rp 1,5 Miliar",Full Furnished,3,2,1,: 128 m²,: 200 m²
hos6953379,Dijual Rumah Strategis Siap Huni di Turangga Kota Bandung,"Rp 1,6 Miliar",Siap Huni,4,3,1,: 137 m²,: 120 m²
hos40887396,Dijual Rumah Siap huni di cherry field dekat tol buahbatu,Rp 950 Juta,Siap Huni,3,2,1,: 100 m²,: 80 m²
hos42001279,"Kost Ex Hotel Airy Logam, Bandung",Rp 28 Miliar,Dekat Akses Transportasi,50,50,null,: 1000 m²,: 1700 m²
hos89847048,Rumah Murah Komplek Elite Resor Dago Pakar Bandung,"Rp 2,09 Miliar",Dekat Akses Transportasi,3,3,2,: 235 m²,: 170 m²
hos9708064,Tanah Kavling Strategis Di Komplek Elite Dago Pakar Bandung,"Rp 1,7 Miliar",Dekat Akses Transportasi,2,2,2,: 170 m²,null
hos33454140,Rumah Mewah Cocok Utk Ruang Usaha Di Sukarasa Dekat Setrasari Mall.,"Rp 7,2 Miliar",Dekat Akses Transportasi,2,4,12,: 330 m²,: 680 m²
hos9014288,Rumah Bagus Untuk Villa Dan Usaha Di Bandung,"Rp 3,5 Miliar",Siap Huni,4,4,3,: 728 m²,: 200 m²
hos10529606,Jual Nego Pasti Rumah Baru Renov Di Taman Kopo Indah Bandung,"Rp 1,1 Miliar",Siap Huni,2,1,null,: 96 m²,: 120 m²
hos28241342,Dijual Rumah Dengan Lokasi Bagus Siap Huni Di Tman Kopo Indah Bandung,"Rp 2,1 Miliar",Siap Huni,3,3,null,: 180 m²,: 150 m²
hos1225620,Jual Dan Sewa Rumah Baru Renov Minimalis Siap Huni Di Taman Kopo Indah Bandung,"Rp 1,55 Miliar",Siap Huni,3,1,null,: 127 m²,: 100 m²
hos15974824,"Stok Kekinian,, Ada Rumah Minimalis Modern Siap Huni Di Taman Kopo Indah Bandung","Rp 1,32 Miliar",Siap Huni,3,1,null,: 108 m²,: 100 m²
hos6438075,Rumah Dalam Cluster Siap Huni Di Taman Kopo Indah Bandung,"Rp 1,3 Miliar",Siap Huni,3,3,null,: 143 m²,: 190 m²
hos74850213,Rumah Murah Siap Huni Komplek Elit Si Singgasana Pradana Bandung,"Rp 3,5 Miliar",Siap Huni,3,2,1,: 200 m²,: 130 m²
hos30164167,Dijual cepat rumah di Arcamanik semi furnished,"Rp 4,5 Miliar",Full Furnished,5,3,null,: 600 m²,: 450 m²
hos63918996,Rumah Bagus siap Huni  Komplek  Kota Baru Parahyangan,"Rp 2,7 Miliar",Siap Huni,3,2,1,: 162 m²,: 90 m²
hos74143645,Rumah siap huni di Pratista Antapani Bandung,Rp 1 Miliar,Siap Huni,4,2,1,: 112 m²,: 80 m²
hos27242622,Rumah Modern 2 Lantai Terawat Di Sukajadi,"Rp 3,5 Miliar",Dekat Akses Transportasi,4,3,1,: 188 m²,: 370 m²
hos76272535,Dijual Segera Rumah Cyntia Summarecon Bandung,"Rp 1,7 Miliar",Dekat Pusat Perbelanjaan,2,2,1,: 105 m²,: 77 m²
hos50222705,Rumah Lux Semi Furnished 2 Lantai di Perum Nusa Hijau Cimahi,"Rp 7,99 Miliar",Full Furnished,6,6,2,: 528 m²,: 700 m²
hos5861748,rumah bagus 2 lantai siap huni di sayap batununggal,"Rp 2,2 Miliar",Siap Huni,4,3,2,: 140 m²,: 250 m²
hos61119843,Rumah Komplek Sarimas Arcamanik Lokasi Strategis Furnished,"Rp 1,5 Miliar",Full Furnished,5,2,2,: 182 m²,: 180 m²
hos97542535,rumah siap huni SHM Cisaranten Arcamanik,Rp 625 Juta,Siap Huni,3,2,1,: 100 m²,: 70 m²
hos33759642,Dijual Rumah Full Furnished Cluster Dayana Summarecon Bandung 2lantai,"Rp 2,2 Miliar",Full Furnished,2,2,1,: 105 m²,: 80 m²
hos61994808,Rumah Siap Huni Termurah Jarang Ada Di Logam Buahbatu,"Rp 1,6 Miliar",Siap Huni,7,2,2,: 306 m²,: 290 m²
hos62150895,"Rumah 2 Lantai Bagus di Buah Batu, Bandung","Rp 2,8 Miliar",Siap Huni,4,3,1,: 170 m²,: 250 m²
hos41653355,Rumah Lux Semi Furnished Terawat Siap Huni Turangga,"Rp 7,4 Miliar",Full Furnished,7,6,3,: 380 m²,: 500 m²
hos6607610,Rumah Hoek Siap Huni 2 Lantai Mulyagraha Buahbatu,"Rp 1,89 Miliar",Siap Huni,7,3,2,: 129 m²,: 260 m²
hos42606906,Rumah Siap Huni di Pratista Barat Bandung,"Rp 1,55 Miliar",Siap Huni,4,2,1,: 166 m²,: 100 m²
hos82549922,"Rumah 2 Lantai Bagus SHM di Batununggal, Bandung","Rp 2,2 Miliar",Dekat Sekolah,3,3,2,: 130 m²,: 150 m²
hos18863355,Rumah Minimalis 2 Lantai Siap Huni di Turangga,"Rp 1,75 Miliar",Siap Huni,4,3,1,: 109 m²,: 175 m²
hos13907504,Rumah Siap Huni di Cherry Field Dekat Tol Buahbatu,Rp 950 Juta,Siap Huni,3,2,1,: 100 m²,: 80 m²
hos25001704,Jual Murah Rumah Cluster Amanda Type 9,"Rp 3,2 Miliar",Dekat Sekolah,5,4,1,: 144 m²,: 172 m²
hos72512757,Rumah Bagus 2 Lantai Harga Murah Di Buah Batu Square,"Rp 1,2 Miliar",Bebas Banjir,3,2,1,: 98 m²,: 93 m²
hos38128810,"Rumah Bagus SHM di Batununggal, Bandung","Rp 4,8 Miliar",Siap Huni,4,3,2,: 374 m²,: 220 m²
hos36998246,Rumah Lokasi Strategis Batununggal Indah Dalam Cluster,"Rp 4,3 Miliar",Full Furnished,3,3,1,: 220 m²,: 200 m²
hos6105984,Rumah Minimalis 2 Lantai Siap Huni Komplek Cherry Field,"Rp 1,4 Miliar",Siap Huni,3,3,2,: 135 m²,: 122 m²
hos18703019,Rumah Bagus 2 Lantai Siap Huni di Sayap Batununggal,"Rp 2,2 Miliar",Siap Huni,4,3,2,: 140 m²,: 250 m²
hos11577735,Di Jual Rumah 2 Lantai Siap Huni Di Cisaranten Kulon,"Rp 1,25 Miliar",Siap Huni,3,2,2,: 105 m²,: 160 m²
hos52672475,Rumah 2 Lantai Gaya Industrial Tengah Kota Bandung,"Rp 3,7 Miliar",Dekat Pusat Perbelanjaan,4,3,2,: 150 m²,: 165 m²
hos99178879,Rumah 2 Lantai Siap Huni Termurah di Podomoro,Rp 2 Miliar,Siap Huni,2,3,1,: 102 m²,: 98 m²
hos57541952,Rumah Full Furnish Margahayu Raya Murah,"Rp 1,35 Miliar",Full Furnished,6,3,2,: 210 m²,: 300 m²
hos72120827,Rumah Murah Dalam Komplek Antapani Bandung,"Rp 1,5 Miliar",Siap Huni,2,1,null,: 136 m²,: 50 m²
hos9170611,"Rumah Bagus di Sayap Dago, Bandung",Rp 23 Miliar,Siap Huni,7,4,3,: 728 m²,: 800 m²
hos61050147,Di Jual Rumah Siap Huni Terawat Dekat Metro Margahayudi Jual Rumah Siap Huni Terawat Dekat Metro Margahayu,"Rp 1,35 Miliar",Siap Huni,3,2,1,: 153 m²,: 125 m²
hos56910130,Rumah Siap Huni Lingkungan Sejuk Di Awiligar Cigadung,"Rp 2,65 Miliar",Siap Huni,5,2,1,: 284 m²,: 400 m²
hos13855929,Rumah 2 Lantai Siap Huni Di Ciwaruga Gegerkalong Bandung Utara,"Rp 1,5 Miliar",Siap Huni,3,2,1,: 200 m²,: 150 m²
hos66214747,Rumah Siap Huni Jarang Ada Dekat Ke Pusat Kota,Rp 3 Miliar,Siap Huni,5,4,3,: 400 m²,: 200 m²
hos30503357,Dijual Cepat Rumah 2 Lantai Siap Huni Cisaranten Arcamanik,Rp 825 Juta,Siap Huni,2,2,1,: 100 m²,: 75 m²
hos71424051,Rumah Siap Huni Terawat Turangga Bandung,"Rp 1,65 Miliar",Siap Huni,3,2,1,: 135 m²,: 110 m²
hos44344565,Dijual Rumah Siap Huni di Awiligar Cigadung Bandung,"Rp 1,95 Miliar",Siap Huni,4,4,3,: 259 m²,: 300 m²
hos33231039,rumah langka di jingganagara,Rp 165 Miliar,Dekat Pusat Perbelanjaan,2,1,1,: 108 m²,: 70 m²
hos91937928,Rumah Kost Siap Huni di Dago Kota Bandung,"Rp 2,9 Miliar",Siap Huni,14,14,3,: 181 m²,: 250 m²
hos98968173,Rumah Siap Huni 1 Lantai Di Dalam Pinus Regency,Rp 1 Miliar,Siap Huni,3,1,1,: 120 m²,: 80 m²
hos59800220,Rumah Bagus Minimalis Siap Huni Di Cisaranten Arcamanik,"Rp 1,15 Miliar",Siap Huni,3,2,1,: 209 m²,: 133 m²
hos33496864,"Rumah Cantik Full Furnished di Sayap Dago, Bandung","Rp 5,25 Miliar",Full Furnished,3,4,null,: 191 m²,: 252 m²
hos31958536,Rumah Siap Huni 2 Lantai Di Grand Pinus Regency,"Rp 1,6 Miliar",Siap Huni,4,3,2,: 180 m²,: 150 m²
hos4244799,Rumah Terawat Siap Huni Strategis Di Setraduta,"Rp 7,5 Miliar",Siap Huni,6,3,2,: 505 m²,: 350 m²
hos11548968,Rumah 2 Lantai Bagus Semi Furnished HGB di Summarecon Bandung,"Rp 3,6 Miliar",Full Furnished,3,3,1,: 180 m²,: 198 m²
hos80225584,"Dijual Kbp Bandung , Cluster Wangsakerta Full Furnished","Rp 2,45 Miliar",Full Furnished,2,2,1,: 126 m²,: 110 m²
hos87698883,Rumah Bagus Siap Huni Komplek Propelat Margahayu Raya,Rp 1 Miliar,Siap Huni,3,2,2,: 120 m²,: 90 m²
hos18875843,Kosan Aktif di Permata Buahbatu Bandung Dekat Kampus Tel U,"Rp 1,1 Miliar",Dekat Akses Transportasi,9,2,1,: 120 m²,: 140 m²
hos8882860,Rumah Baru 2 Lantai Dalam Cluster Area Cihanjuang,Rp 750 Juta,Siap Huni,3,2,1,: 95 m²,: 81 m²
hos56186755,Rumah Siap Huni  Turangga lokasi The Best  Strategis,"Rp 2,8 Miliar",Siap Huni,6,6,1,: 231 m²,: 300 m²
hos76063481,Rumah Siap Huni 2 Lantai Di Jalan Utama Pinus Regency,"Rp 2,1 Miliar",Siap Huni,6,3,2,: 160 m²,: 200 m²
hos46889589,Rumah Murah 3 Lantai Siap Huni Di Komplek Elite Setra Duta,"Rp 2,99 Miliar",Siap Huni,3,2,1,: 152 m²,: 250 m²
hos26653611,"Rumah Bagus SHM Margahayu, Bandung Kota","Rp 1,2 Miliar",Dekat Sekolah,3,2,1,: 86 m²,: 160 m²
hos48004684,Jual Rumah di Pusat Kota Bandung Komplek Turangga Dekat Tsm Nego,"Rp 2,8 Miliar",Dekat Pusat Perbelanjaan,5,3,2,: 342 m²,: 240 m²
hos54610851,Jual Rumah Tki 5 Sommerville Bagus Siap Huni,"Rp 1,45 Miliar",Siap Huni,3,2,1,: 119 m²,: 70 m²
hos33192652,Jual Rumah 2 Lantai Bagus di Summarecon Cluster Flora Tipe Freya Premium,"Rp 2,1 Miliar",Dekat Sekolah,4,2,1,: 105 m²,: 104 m²
hos96914494,Dijual Rumah Minimalis Modern Cluster Dayana Summarecon Bandung,"Rp 1,35 Miliar",Dekat Pusat Perbelanjaan,2,2,1,: 66 m²,: 62 m²
hos80907932,Rumah Bagus Minimalis Di Pondok Hijau Indah Bandung,"Rp 2,5 Miliar",Dekat Akses Transportasi,3,3,2,: 188 m²,: 154 m²
hos13600739,Amanda Summarecon Bandung Harga Super Bu Murah Sekali,"Rp 2,7 Miliar",Dekat Pusat Perbelanjaan,3,3,1,: 144 m²,: 157 m²
hos90955071,"Summarecon Bandung, Bandung Unfurnished Rumah HGB","Rp 2,85 Miliar",Dekat Pusat Perbelanjaan,4,3,1,: 104 m²,: 104 m²
hos40788817,rumah cantik cluster flora,"Rp 2,35 Miliar",Dekat Sekolah,3,2,1,: 90 m²,: 93 m²
hos20352787,"Rumah 2 Lantai Unfurnished di Summarecon Bandung, Bandung","Rp 3,9 Miliar",Dekat Akses Transportasi,4,3,1,: 180 m²,: 215 m²
hos35528981,Jual Murah Rumah Minimalis Di Setiabudi Regency,"Rp 1,65 Miliar",Dekat Sekolah,3,2,1,: 105 m²,: 132 m²
hos71919150,Jual rumah di Tmn Kopo Indah 1,"Rp 1,55 Miliar",Full Furnished,2,1,1,: 126 m²,: 90 m²
hos82906605,Dijual Rumah Baru Semi Furnished Ada Rooftop di Turangga Bandung,"Rp 2,45 Miliar",Full Furnished,4,4,2,: 100 m²,: 200 m²
hos6634287,Dijual Murah Harga Bu . Cluster Amanda Dekat Dengan Supermaket,"Rp 3,15 Miliar",Full Furnished,4,3,1,: 144 m²,: 180 m²
hos12950917,JUAL RUMAH SIAP HUNI di Tmn Kopo Indah 1,"Rp 1,3 Miliar",Siap Huni,5,3,1,: 204 m²,: 140 m²
hos88085326,Rumah Baru Furnish Cluster Banyak Sumba Kbp,"Rp 2,55 Miliar",Full Furnished,3,2,1,: 108 m²,: 140 m²
hos57621622,Rumah Full Furnished Di Komplek PRV Gegerkalong Setiabudi,"Rp 5,5 Miliar",Full Furnished,5,3,2,: 500 m²,: 850 m²
hos25760806,"RUMAH BAGUS 2,5 LANTAI MINIMALIS MODERN SIAP HUNI DI KAWALUYAAN BANDUNG","Rp 1,15 Miliar",Siap Huni,5,2,1,: 102 m²,: 130 m²
hos8888273,Rumah Dijual Kota Baru Parahyangan Posisi Hook Siap Huni,"Rp 2,1 Miliar",Siap Huni,2,2,null,: 138 m²,: 100 m²
hos2352330,RUMAH KEREN MINIMALIS MODERN SEMI FURNISHED SIAP HUNI DI ARCAMANIK BANDUNG,"Rp 5,25 Miliar",Full Furnished,5,5,1,: 333 m²,: 480 m²
hos28790367,"Komplek Graha Puspa, Lembang, Bandung Utara. 2 Lantai Siap Huni","Rp 2,6 Miliar",Siap Huni,5,4,4,: 750 m²,: 300 m²
hos20378800,"Rumah Menarik Siap Huni Di Bkr, Pelajar Pejuang, Turangga, Lodaya","Rp 1,5 Miliar",Siap Huni,3,2,2,: 148 m²,: 87 m²
hos88789140,Rumah Murah Di Kembar Srimahi Kota Bandung,"Rp 1,77 Miliar",Dekat Akses Transportasi,3,3,2,: 129 m²,: 150 m²
hos52125958,Rumah Murah Dan Bagus di Cluster Cisaranten Indah Arcamanik,"Rp 1,25 Miliar",Bebas Banjir,3,2,1,: 150 m²,: 120 m²
hos70732884,Rumah Murah Pisan Bagus di Cluster Antapani Kota Bandung,Rp 980 Juta,Full Furnished,2,2,1,: 72 m²,: 50 m²
hos4586188,ASRI dan NYAMAN Rumah Bagus di Komplek Pondok Hijau Setiabudi,"Rp 2,5 Miliar",Dekat Sekolah,3,3,1,: 251 m²,: 145 m²
hos19337626,Rumah Minimalis Modern di Cigadung Sukaluyu Dago Kota Bandung,"Rp 3,5 Miliar",Dekat Akses Transportasi,4,3,1,: 173 m²,: 235 m²
hos67491120,Cluster Dan Modern Rumah Bagus Cijaura Girang Ciwastra Bandung,"Rp 1,2 Miliar",Bebas Banjir,3,2,1,: 105 m²,: 90 m²
hos36945193,Rumah Modern dan View di Komplek Pasirjati Cijambe Ujungberung,Rp 800 Juta,Full Furnished,3,1,1,: 72 m²,: 55 m²
hos2548085,Rumah Murah Dan Bagus Di Turangga Buahbatu Kota Bandung,"Rp 1,35 Miliar",Dekat Akses Transportasi,3,2,1,: 126 m²,: 120 m²
hos3391504,Rumah Bagus 2 Lantai di Gegerkalong Bandung Utara,Rp 3 Miliar,Full Furnished,4,3,2,: 200 m²,: 180 m²
hos47707176,Cluster Dan Strategis Rumah Tanjungsari Antapani Bandung Kota,"Rp 1,67 Miliar",Bebas Banjir,2,2,1,: 127 m²,: 120 m²
hos78250141,Murah Dan Strategis Rumah Bagus Komplek Kiarasari Buahbatu,Rp 1 Miliar,Bebas Banjir,4,2,1,: 94 m²,: 100 m²
hos57424121,Cocok U/Usaha Rumah Strategis Di Area Supratman Katamso Pahlawan,Rp 18 Miliar,Dekat Pusat Perbelanjaan,21,12,4,: 423 m²,: 350 m²
hos89270974,Rumah Strategis Bagus di Sayap Riau Supratman Kota Bandung,Rp 16 Miliar,Bebas Banjir,5,4,2,: 638 m²,: 587 m²
hos20390094,Kost Isi Full Dan Furnish Rumah Bagus Di Dago Dekat Kampus,"Rp 17,5 Miliar",Full Furnished,28,28,9,: 294 m²,: 900 m²
hos74764493,Rumah Luas di Antapani Kota Bandung,"Rp 1,85 Miliar",Bebas Banjir,4,2,1,: 180 m²,: 90 m²
hos62857518,Rumah Murah 2 Lantai di Saya Riau Kota Bandung,Rp 4 Miliar,Bebas Banjir,6,3,2,: 333 m²,: 314 m²
hos37643665,Minimalis Modern Dan Full Furnish Rumah Bagus Ciganitri Buahbatu,"Rp 1,3 Miliar",Full Furnished,3,2,1,: 100 m²,: 100 m²
hos85934017,Minimalis Modern Dan Strategis Rumah Di Cluster Antapani Bandung,"Rp 2,4 Miliar",Full Furnished,7,4,1,: 105 m²,: 300 m²
hos65322734,FULL FURNISH Rumah 3 Lantai di Dago Asri Kota Bandung,"Rp 1,65 Miliar",Full Furnished,4,4,1,: 54 m²,: 110 m²
hos26844226,Rumah Minimalis di Bojongkoneng Cikutra Sukaluyu Kota Bandung,"Rp 1,95 Miliar",Dekat Sekolah,4,3,2,: 183 m²,: 220 m²
hos17084768,Rumah Mimalis Modern di Turangga Buahbatu Kota Bandung,"Rp 2,8 Miliar",Dekat Sekolah,2,null,null,: 108 m²,: 200 m²
hos92764173,Pusat Kota Dan Minimalis Modern Rumah Bagus Buahbatu Banteng,"Rp 1,85 Miliar",Bebas Banjir,3,3,2,: 76 m²,: 110 m²
hos3579672,"Rumah Di Komplek Puri Dago, Antapani 2 Lantai Shm Bagus, Lokasi Strategis Dekat Mesjid , Supermarket,  Rumah Sakit, Sport Jabar","Rp 1,8 Miliar",Dekat Fasilitas Kesehatan,5,5,2,: 192 m²,: 250 m²
hos36650843,TURUN HARGA Rumah Luas di Suryalaya Buahbatu Kota Bandung,"Rp 3,75 Miliar",Bebas Banjir,4,3,1,: 325 m²,: 350 m²
hos59639738,CLUSTER NYAMAN DAN ASRI Rumah di Bandung City View Pasirimpun Arcamanik,"Rp 1,6 Miliar",Bebas Banjir,2,2,1,: 145 m²,: 100 m²
hos16692435,"Rumah Baru Dalam Komplek Kampung Padi Di Cisitu, Dago, Coblong, Itb, Bandung Kota","Rp 1,67 Miliar",Full Furnished,2,3,1,: 80 m²,: 180 m²
hos24783101,"Rumah Baru Siap Huni Full Furnish Dalam Komplek Kampung Padi Di Cisitu, Dago, Coblong, Itb, Kota Bandung","Rp 1,37 Miliar",Full Furnished,2,3,1,: 70 m²,: 150 m²
