id_listing,judul,harga,alamat,kamar_tidur,kamar_mandi,garasi/carport,luas_tanah,luas_bangunan
hos18787200,Rumah Murah Komplek Griya Winaya Ujungberung Bandung,Rp 420 Juta,"Ujungberung, Bandung",1,1,1,: 99 m²,: 50 m²
hos18942506,Rumah Murah Luas Komplek Giri Mekar Cijambe Ujungberung Bandung,Rp 590 Juta,"Ujungberung, Bandung",2,1,1,: 154 m²,: 80 m²
hos18939093,Turun Harga Rumah Murah Sayap Martanegara Turangga Bandung,"Rp 1,25 Miliar","Turangga, Bandung",2,1,1,: 126 m²,: 120 m²
hos18730503,Rumah Murah Siaphuni Komplek Tanjungsari Antapani Bandung,"Rp 1,2 Miliar","Antapani, Bandung",2,1,1,: 135 m²,: 100 m²
hos18767883,Turun Harga Rumah Murah Minimalis Cisaranten Arcamanik Bandung,Rp 735 Juta,"Arcamanik, Bandung",2,1,1,: 112 m²,: 50 m²
hos18938812,Rumah Murah 300jutaan Komplek Ujungberung Kodya Bandung,Rp 330 Juta,"Ujungberung, Bandung",1,1,1,: 70 m²,: 50 m²
hos18999144,Rumah Minimalis 300JTan Ciganitri Cikoneng Buah Batu Bandung,Rp 360 Juta,"Terusan Buah Batu, Bandung",2,1,1,: 70 m²,: 40 m²
hos18813318,Rumah Murah Siaphuni Belakang Metro Margahayu Raya Bandung,"Rp 1,05 Miliar","Margahayu, Bandung",2,2,1,: 100 m²,: 180 m²
hos18906873,Rumah Murah Minimalis Furnish Cluster Antapani Bandung,Rp 900 Juta,"Antapani, Bandung",1,1,null,: 115 m²,: 60 m²
hos19046466,Turun Harga Rumah Murah Dekat Sport Jabar Arcamanik Bandung,Rp 875 Juta,"Arcamanik, Bandung",2,1,1,: 112 m²,: 50 m²
hos18688196,"Rumah 2 Lantai Shm Luas 270 M² 7 + 2 Kamar Tidur, Cocok Dijadikan Tempat Usaha ( Tempat Les/ Kost - Kostan) Hanya 6 Menit Menuju Mall Tsm, Turangga Bandung",Rp 5 Miliar,"Turangga, Bandung",7,2,2,: 270 m²,: 400 m²
hos18543364,"Rumah Baru 2 Lantai Siap Huni Luas 120 M² 4 + 1 Kamar Tidur Hanya 7 Menit Menuju Mall Tsm, Turangga Bandung","Rp 2,45 Miliar","Turangga, Bandung",4,3,2,: 120 m²,: 165 m²
hos18930729,"Turun Harga Rumah Siap Huni Shm Di Taman Kopo Indah , Kopo","Rp 1,2 Miliar","Kopo, Bandung",2,1,1,: 119 m²,: 100 m²
hos18855911,Hunian Kalasan Raya Pharmindo Lingkungan Asri,Rp 778 Juta,"Cijerah, Bandung",3,3,1,: 61 m²,: 48 m²
hos16027426,Dijual Rumah Lokasi Favorit Sukaluyu Bandung,Rp 6 Miliar,"Sukaluyu, Bandung",5,4,2,: 363 m²,: 600 m²
hos17520505,Rumah Hook Di Sayap Buah Batu Bandung,"Rp 4,8 Miliar","Buah Batu, Bandung",4,3,null,: 240 m²,: 500 m²
hos18587031,Rumah Hook Di Buah Batu Square Bandung,"Rp 2,8 Miliar","Buah Batu, Bandung",4,3,null,: 141 m²,: 280 m²
hos10528604,Dijual Rumah Lux Lingkungan Nyaman Di Setraduta,Rp 18 Miliar,"Setra Duta, Bandung",5,2,6,: 625 m²,: 700 m²
hos18199581,Rumah Murah Bandung Selatan Bisa Kp R Tenor 3 Tahun,Rp 135 Juta,"Bandung Selatan, Bandung",2,1,null,: 40 m²,: 30 m²
hos18669604,Rumah Termurah Di Bandung Selatan Dekat Stt Telkom,Rp 180 Juta,"Margacinta, Bandung",null,null,null,: 40 m²,: 30 m²
hos18856121,Bintang Lovina Pperumahan Dengan Konsep Scandivian,Rp 150 Juta,"Kopo, Bandung",2,1,null,: 50 m²,: 30 m²
hos18435106,Rumah Dengan View Danau di Kota Baru Parahyangan Bandung,Rp 11 Miliar,"Kota Baru Parahyangan, Bandung",4,4,2,: 811 m²,: 700 m²
hos18691384,Rumah 2 Lantai Siap Huni di Kota Baru Parahyangan Kbb Bandung,Rp 5 Miliar,"Kota Baru Parahyangan, Bandung",3,3,1,: 297 m²,: 250 m²
hos18535748,Rumah Murah Semi Furnish di Kota Baru Parahyangan Kbp Bandung,"Rp 1,5 Miliar","Kota Baru Parahyangan, Bandung",3,2,2,: 108 m²,: 90 m²
hos17613189,Rumah Smart Home Furnished di Kota Baru Parahyangan Bandung,"Rp 2,79 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 126 m²,: 145 m²
hos17924420,Jual Cepat Rumah Baru Tarubhawana Kota Baru Parahyangan Bandung,"Rp 4,3 Miliar","Kota Baru Parahyangan, Bandung",4,3,null,: 260 m²,: 145 m²
hos18727128,Hot Rumah Cantik Furnished di Kota Baru Parahyangan Kbp Bandung,"Rp 2,34 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 126 m²,: 100 m²
hos16382445,Smart Home Siap Huni Di Jingga Lucia Kota Baru Parahyangan,"Rp 3,3 Miliar","Kota Baru Parahyangan, Bandung",3,2,null,: 168 m²,: 130 m²
hos18229244,Rumah Mewah Model Belanda di Kota Baru Parahyangan Kbp Bandung,Rp 15 Miliar,"Kota Baru Parahyangan, Bandung",4,3,4,: 960 m²,: 350 m²
hos17612896,Rumah Modern Minimalis Siap Huni di Jingganagara Kbp Bandung,Rp 9 Miliar,"Kota Baru Parahyangan, Bandung",4,3,2,: 370 m²,: 700 m²
hos17625552,Rumah Hook Modern Tropical Full Furnished di Kbp Bandung,"Rp 5,37 Miliar","Kota Baru Parahyangan, Bandung",3,3,1,: 245 m²,: 300 m²
hos18041358,Rumah Murah di Tatar Wangsakerta Kota Baru Parahyangan Bandung,"Rp 1,75 Miliar","Kota Baru Parahyangan, Bandung",3,1,null,: 126 m²,: 95 m²
hos18062912,Rumah Minimalis Hunian Nyaman di Kota Baru Parahyangan Bandung,"Rp 2,55 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 108 m²,: 140 m²
hos16395553,Rumah Modern Minimalis di Tatar Rambut Kasih Kota Baru Parahyangan,"Rp 9,45 Miliar","Kota Baru Parahyangan, Bandung",4,5,4,: 707 m²,: 360 m²
hos19057309,Rumah Cantik Graha Puspa Lembang 2lt,"Rp 3,89 Miliar","Lembang, Bandung",5,4,6,: 969 m²,: 407 m²
hos18643552,Rumah Termurah Hitung Tanah di Komplek Ciwastra Bandung,Rp 650 Juta,"Ciwastra, Bandung",3,2,1,: 154 m²,: 100 m²
hos16945989,Rumah Terawat Full Furnished di Dago Pakar Resort Bandung,"Rp 5,75 Miliar","Dago Pakar, Bandung",6,5,2,: 600 m²,: 320 m²
hos18518865,Rumah Lux Full Furnished di Komplek Dago Pakar Resort Bandung,"Rp 8,75 Miliar","Dago Pakar, Bandung",3,3,2,: 494 m²,: 500 m²
hos18502976,Rumah Bagus Murah Siap Huni Komplek Dago Pakar Resort Bandung,"Rp 5,5 Miliar","Dago Pakar, Bandung",3,2,3,: 435 m²,: 300 m²
hos18409185,Rumah Murah Siap Huni di Komplek Dago Pakar Resort Bandung,"Rp 2,49 Miliar","Dago Pakar, Bandung",4,3,1,: 176 m²,: 200 m²
hos16179020,Dijual Rumah Asri Adem Siap Huni Kota Bandung,"Rp 1,7 Miliar","Bandung Kota, Bandung",6,4,2,: 350 m²,: 350 m²
hos17142880,Rumah Asri Luas Besar di Golf Arcamanik,"Rp 1,85 Miliar","Arcamanik, Bandung",4,2,2,: 353 m²,: 160 m²
hos14880608,Ciganitri,Rp 649 Juta,"Buah Batu, Bandung",3,2,2,: 101 m²,: 70 m²
hos18986910,Rumah Murah 3 Lantai Siap Huni di Riung Bandung,Rp 495 Juta,"Soekarno Hatta, Bandung",5,1,1,: 60 m²,: 150 m²
hos17339442,Rumah Cantik Modern Di Batu Indah Buah Batu,"Rp 4,5 Miliar","Buah Batu, Bandung",7,4,2,: 325 m²,: 370 m²
hos14880602,Dijual Rumah Murah asri dan adem di Komplek Padasuka Bandung,"Rp 1,7 Miliar","Padasuka, Bandung",5,4,1,: 400 m²,: 320 m²
hos18156517,Rumah Lux Setra Sari Raya Furnished Ada Swimming Pool,"Rp 6,2 Miliar","Setra Sari, Bandung",5,4,2,: 361 m²,: 300 m²
hos10321386,Rumah Baru Cluster Btari 10 Basic Summarecon Bandung,"Rp 3,4 Miliar","Summarecon Bandung, Bandung",3,2,1,: 180 m²,: 136 m²
hos15158158,Rumah Murah Asri Golf Arcamanik Harga Dibawah Pasar,"Rp 1,85 Miliar","Arcamanik, Bandung",4,2,4,: 355 m²,: 160 m²
hos10463155,Dijual Rumah Villa Kota Bandung Ujung Berung Bandung Timur,Rp 21 Miliar,"Ujungberung, Bandung",10,5,20,: 12390 m²,: 500 m²
hos19037234,Rumah Murah Terawat di Cikutra Pahlawan Bandung,Rp 3 Miliar,"Cikutra, Bandung",5,3,1,: 267 m²,: 166 m²
hos19040194,Dijual Hotel Lokasi Strategis di Cikutra Dekat Kampus Widyatama,"Rp 8,5 Miliar","Cikutra, Bandung",14,16,10,: 500 m²,: 500 m²
hos17708950,Rumah Murah Hitung Tanah Lokasi Strategis di Sukaluyu Bandung,"Rp 3,1 Miliar","Sukaluyu, Bandung",4,2,1,: 269 m²,: 180 m²
hos17901636,Rumah Baru Minimalis Modern 2 Lantai Turangga Lokasi Sangat Strategis Akses Jalan Besar 3 Mobil Tengah Kota Harga Nego,"Rp 3,75 Miliar","Turangga, Bandung",4,4,2,: 175 m²,: 200 m²
hos18386636,"Termurah, Rumah Di Antapani Siap Huni","Rp 1,25 Miliar","Antapani, Bandung",3,2,1,: 167 m²,: 70 m²
hos18444043,"Turun Harga, Hunian Asri Nyaman di Lembang, Investasi Terbaik Untuk Masa Depan",Rp 849 Juta,"Lembang, Bandung",2,2,1,: 75 m²,: 115 m²
hos17264862,"Rumah Antik dan Klasik + Kosan Full isi Sayap Arcamanik, Kota Bandung","Rp 9,5 Miliar","Arcamanik, Bandung",15,14,7,: 1300 m²,: 600 m²
hos16747823,Rumah Murah Di Bandung Ciwastra Buahbatu Kpr Pasti Acc Dp 5 Jt Angsuran 2 Jutaan Bonus Umroh Sepeda Motor Dll,Rp 600 Juta,"Bandung Timur, Bandung",2,1,1,: 72 m²,: 45 m²
hos17854266,Rumah Bagus Terawat di Kuta Kencana Utara ( Singgasana ),Rp 8 Miliar,"Singgasana, Bandung",5,4,2,: 340 m²,: 620 m²
hos18249928,Dijual Cepat Rumah Bagus Dibawah Pasaran Di Jln Airbus ( Bandung ) Dekat Tol Pasteur,"Rp 3,6 Miliar","Surya Sumantri, Bandung",3,2,1,: 325 m²,: 308 m²
hos17834525,"Dijual Rumah Bagus Full Furnished di Perumahan Griya Citra Nirwana Dekat Villa Istana Bunga, Lembang",Rp 850 Juta,"Lembang, Bandung",3,2,1,: 120 m²,: 60 m²
hos18151792,"Dijual Rumah Lokasi Premium Di Cisitu Indah, Dago Bandung",Rp 10 Miliar,"Dago, Bandung",10,4,2,: 668 m²,: 360 m²
hos17958617,"Dijual Rumah Bagus di Batununggal, Jalan Besar","Rp 3,25 Miliar","Batununggal, Bandung",4,3,1,: 180 m²,: 245 m²
hos15523616,Rumah Murah Pusat Kota Hitung Tanah Jalan Kote Bandung,"Rp 2,32 Miliar","Sudirman, Bandung",2,1,1,: 116 m²,: 100 m²
hos17171155,Vasco City Light Rumah Gaya Eropa di Cihanjuang Dkt Sariwangi Sukajadi,Rp 490 Juta,"Cihanjuang, Bandung",2,1,1,: 60 m²,: 38 m²
hos18984317,Rumah Murah Tengah Kota Dijual Melong Cijerah Bandung,Rp 999 Juta,"Cijerah, Bandung",3,2,1,: 115 m²,: 84 m²
hos18721932,Rumah Murah Dijual Batununggal Indah Bandung,"Rp 1,99 Miliar","Buah Batu, Bandung",3,2,2,: 126 m²,: 160 m²
hos18722001,Rumah 2 Lantai Bagus Batununggal Indah Bandung,Rp 2 Miliar,"Batununggal, Bandung",3,2,1,: 126 m²,: 160 m²
hos17457600,Dijual Rumah Siap Pakai Komplex Sukamulya Indah Pasteur,"Rp 5,9 Miliar","Pasteur, Bandung",4,3,null,: 428 m²,: 350 m²
hos19006466,Rumah Dijual Murah Minimalis Sadang Kopo Bandung,"Rp 1,55 Miliar","Kopo, Bandung",4,4,1,: 149 m²,: 280 m²
hos19006422,Rumah Dijual Murah Minimalis Kopo Sadang Bandung,"Rp 1,55 Miliar","Kopo, Bandung",4,4,1,: 149 m²,: 280 m²
hos17191166,Rumah di Ciganitri Buahbatu Sudah Shm Dkt Ciwastra Margahayu,Rp 887 Juta,"Bojongsoang, Bandung",3,3,1,: 104 m²,: 70 m²
hos3149447,Jual Cepat Rumah Gbi Ciwastra 2 Lantai Cipamokolan Dekat Tol Gedebage Buahbatu Arcamanik Antapani Padasuka Dago Margahayu Panyileukan Kota Bandung,Rp 470 Juta,"Buah Batu, Bandung",4,2,1,: 60 m²,: 120 m²
hos14621802,Dijual Cepat Rumah di Sariwangi Dkt Setra Duta Setiabudi Sdh Shm,"Rp 1,3 Miliar","Sariwangi, Bandung",4,3,1,: 122 m²,: 190 m²
hos15855253,Cluster Vista Hanjuang Rumah 2 Lt Gaya Jepang di Cihanjuang Dkt Cimahi,"Rp 1,13 Miliar","Cihanjuang, Bandung",2,2,1,: 88 m²,: 60 m²
hos15836019,Aretha Raya Living Rumah Dp 15 Juta di Ciganitri Dkt Buahbatu Telkom,Rp 650 Juta,"Bojongsoang, Bandung",2,1,1,: 72 m²,: 50 m²
hos15730647,Grand Saskara Buahbatu Rumah di Dkt Transmart Dan Telkom Buahbatu,Rp 492 Juta,"Bojongsoang, Bandung",2,2,1,: 83 m²,: 45 m²
hos17210553,Azalea Townhouse Rumah Gaya Jepang di Cigadung Dago Dkt Itb Unikom,"Rp 2,68 Miliar","Cigadung, Bandung",3,3,1,: 100 m²,: 130 m²
hos17191117,Graha Rahayu Ciganitri Rumah Dkt Batununggal Buahbatu Dan Kampus Telkom,Rp 750 Juta,"Bojongsoang, Bandung",3,2,1,: 78 m²,: 65 m²
hos17777084,Rumah Kota Baru Parahyangan Full Furnish Tatar Punawangi,"Rp 3,2 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 120 m²,: 100 m²
hos18951544,Rumah Batu Di Kota Baru Parahyangan Tarubhawana,"Rp 2,15 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 120 m²,: 94 m²
hos18949271,Rumah Siap Huni Bangunan Baru Di Taman Holis Indah Bandung,"Rp 2,3 Miliar","Holis Cigondewah, Bandung",3,3,2,: 243 m²,: 175 m²
hos18949268,Rumah Tinggal Di Taman Holis Indah Bandung,"Rp 1,12 Miliar","Holis Cigondewah, Bandung",3,2,1,: 111 m²,: 110 m²
hos18949197,Rumah Di Margahayu Permai Taman Kopo Indah,"Rp 4,5 Miliar","Kopo, Bandung",5,4,1,: 1298 m²,: 360 m²
hos18442268,Jual Cepat Rumah Minimalis Di Setiabudi Regency Bandung Utara,Rp 900 Juta,"Setiabudi, Bandung",2,1,1,: 100 m²,: 80 m²
hos17570053,Rumah Siap Huni Pondok Hijau Indah Bandung Dijual Murah,"Rp 4,25 Miliar","Pondok Hijau, Bandung",3,3,null,: 312 m²,: 300 m²
hos18767593,Dijual Rumah Mewah di Setra Murni Atas Kota Bandung,"Rp 4,3 Miliar","Setra Murni, Bandung",5,5,2,: 250 m²,: 350 m²
hos18442352,Jual Rumah Siap Huni Taman Kopo Indah 1 Bandung,Rp 750 Juta,"Taman Kopo Indah, Bandung",4,2,2,: 95 m²,: 85 m²
hos18325960,Dijual Rumah Baru Minimalis Modern Di Turangga,"Rp 2,5 Miliar","Turangga, Bandung",4,4,2,: 130 m²,: 108 m²
hos18822831,"Rumah 3 Lantai Shm Luas 200 M², 4 + 1 Kamar Tidur Bisa Dijadikan Workshop, Klinik, Salon Dan Usaha Lainnya, Antapani Bandung","Rp 2,7 Miliar","Antapani, Bandung",4,3,2,: 130 m²,: 200 m²
hos19047616,"Komp. Sekelimus, Buahbatu, By Pass. Rumah Baru Mewah 2 Lantai Di Kota Bandung","Rp 2,25 Miliar","Buah Batu, Bandung",4,3,2,: 110 m²,: 140 m²
hos18091549,Rumah Kekinian Budisari Dlm.kompleks Tenang Dan Aman,"Rp 5,4 Miliar","Setiabudi, Bandung",3,3,1,: 349 m²,: 370 m²
hos17535869,"Komp. Parakan Asri Dekat Batununggal, Buahbatu. Rumah Mewah Siap Huni Di Kota Bandung","Rp 2,6 Miliar","Buah Batu, Bandung",6,5,1,: 260 m²,: 400 m²
hos19047533,Rumah Mewah Dijual Bale Pakuan Ciumbuleuit Bandung,"Rp 5,8 Miliar","Ciumbuleuit, Bandung",3,3,2,: 160 m²,: 350 m²
hos18861254,Rumah 2 Lantai Graha Puspa Sersan Bajuri Sayap Setibudi Siap Huni,"Rp 1,85 Miliar","Setiabudi, Bandung",4,3,2,: 243 m²,: 300 m²
hos18842667,Lokasi Premier Turangga Sayap Maskumambang Martanegara,"Rp 7,45 Miliar","Turangga, Bandung",7,6,3,: 380 m²,: 500 m²
hos18842500,Murah Cluster Cherry Field Celeste Buahbatu Dekat Telkom Univesity,"Rp 1,7 Miliar","Buah Batu, Bandung",4,3,1,: 162 m²,: 175 m²
hos19047054,Termurah Summarecon Dayana Unit Pojokan Hoek,"Rp 1,68 Miliar","Gede Bage, Bandung",2,2,1,: 109 m²,: 68 m²
hos18888628,Rumah Murah Siap Huni Pasir Salam Bkr Bandung Kota,"Rp 1,5 Miliar","BKR, Bandung",3,2,2,: 148 m²,: 87 m²
hos14453443,Rumah Minimalis Siap Huni Lokasi Bagus Bkr Bandung,"Rp 2,3 Miliar","BKR, Bandung",3,2,2,: 150 m²,: 160 m²
hos16686091,"Rumah Luas Keren, Kota Baru Parahyangan","Rp 5,3 Miliar","Kota Baru Parahyangan, Bandung",4,3,1,: 297 m²,: 250 m²
hos15928725,Rumah Lux Full Furnish Sayap Jalan Bkr Bandung,"Rp 6,5 Miliar","Regol, Bandung",5,4,2,: 420 m²,: 550 m²
hos15967497,"Rumah Mewah Carpot Luas Tatar Larangtapa, Kota Baru Parahyangan","Rp 5,2 Miliar","Kota Baru Parahyangan, Bandung",4,3,2,: 360 m²,: 260 m²
hos19047468,Rumah Strategis Maindroad Sarijadi Pasteur Bandung,"Rp 3,6 Miliar","Pasteur, Bandung",4,3,1,: 240 m²,: 224 m²
hos18197171,"Rumah Furnish Nyaman Tatar Mayangsunda, Kota Baru Parahyangan","Rp 3,2 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 198 m²,: 170 m²
hos18486105,"Rumah Luas Furnished Tatar Candraresmi Kota Baru Parahyangan, Kbp","Rp 3,3 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 162 m²,: 120 m²
hos18279138,"Rumah Bagus Cozy Tatar Jinganagara, Kota Baru Parahyangan, Kbp",Rp 3 Miliar,"Kota Baru Parahyangan, Bandung",4,2,1,: 189 m²,: 112 m²
hos18197170,"Rumah Furnish Nyaman Tatar Mayangsunda, Kota Baru Parahyangan","Rp 3,2 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 198 m²,: 170 m²
hos17065554,"Rumah Murah di Sayap Gatot Subroto Bandung, Bandung","Rp 2,7 Miliar","Gatot Subroto, Bandung",6,3,null,: 156 m²,: 200 m²
hos18872961,Davion House At Kbp The Modern Curve House,"Rp 2,75 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 128 m²,: 148 m²
hos19030148,Rumah Siap Huni Turun Harga Di Simakirana Kbp,"Rp 2,5 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 120 m²,: 92 m²
hos18773595,Rumah Minimalis Siap Huni di Cluster Ciwastra Bandung,Rp 450 Juta,"Ciwastra, Bandung",1,1,1,: 90 m²,: 28 m²
hos17870131,Rumah Bersih 2 Lantai Siap Huni Di Cluster Mekarwangi Bandung,"Rp 2,2 Miliar","Mekar Wangi, Bandung",3,2,null,: 101 m²,: 142 m²
hos18219415,Rumah Murah Asri Siap Huni di Antapani Bandung Kota,"Rp 1,4 Miliar","Antapani, Bandung",2,2,1,: 124 m²,: 80 m²
hos16224756,Rumah Cozy Modern Nice View Furnish di Cluster Budi Indah Bandung,"Rp 6,5 Miliar","Setiabudi, Bandung",3,3,null,: 450 m²,: 300 m²
hos19037355,Dijual Rumah Mewah Lux Kawasan Elit Setraduta Bandung Kota,"Rp 7,9 Miliar","Setra Duta, Bandung",4,4,1,: 352 m²,: 427 m²
hos17870011,Jual Rumah mewah WITH POOL Di Sayap Pasteur Bandung Kota,Rp 20 Miliar,"Pasteur, Bandung",9,11,3,: 870 m²,: 900 m²
hos18881918,Rumah 2 Lantai With Pool di Cluster Sayap Pasteur Bandung,"Rp 1,9 Miliar","Pasteur, Bandung",3,3,1,: 130 m²,: 150 m²
hos18367220,Rumah Minimalis Siap Huni di Komplek Puri Dago Antapani Bandung,"Rp 1,8 Miliar","Antapani, Bandung",3,2,1,: 147 m²,: 110 m²
hos16802558,Rumah Murah Siap Huni di Arcamanik Bandung,Rp 600 Juta,"Arcamanik, Bandung",3,1,1,: 94 m²,: 60 m²
hos18796688,Jual Rumah Murah Siap Huni di Komplek Antapani Bandung Kota,"Rp 1,1 Miliar","Antapani, Bandung",3,2,1,: 90 m²,: 180 m²
hos16574288,Rumah Murah Minimalis Siap Huni di Cluster Arcamanik Bandung,Rp 780 Juta,"Antapani, Bandung",2,2,1,: 97 m²,: 68 m²
hos17976712,Rumah Murah Siap Huni di Belakang Setiabudi Regency Bandung,Rp 650 Juta,"Setiabudi, Bandung",3,2,1,: 50 m²,: 70 m²
hos18780652,Rumah Baru Modern Furnish 3 Lantai Sejuk di Dago Bandung,"Rp 1,65 Miliar","Dago, Bandung",3,3,1,: 80 m²,: 180 m²
hos18487181,Rumah Murah Siap Huni 2 Lantai di Antapani Tengah Bandung Kota,Rp 850 Juta,"Antapani, Bandung",4,2,1,: 91 m²,: 101 m²
hos18864290,Rumah Bagus Strategis di Sayap Jl.jakarta Antapani Bandung Kota,"Rp 2,5 Miliar","Bandung Kota, Bandung",3,3,1,: 120 m²,: 100 m²
hos18797093,Jual Rumah Murah 2 Lantai di Antapani Bandung Kota,Rp 750 Juta,"Antapani, Bandung",4,2,1,: 60 m²,: 110 m²
hos18219435,"Rumah Murah 1,5 Lantai di Cluster Antapani Tengah Kota Bandung","Rp 1,3 Miliar","Antapani, Bandung",3,3,1,: 105 m²,: 175 m²
hos18750441,Jual Rumah Terawat Strategis di Antapani Kota Bandung,"Rp 1,6 Miliar","Antapani, Bandung",4,2,1,: 180 m²,: 177 m²
hos17755980,Rumah Minimalis Murah Bagus Untuk Invest di Antapani Bandung,"Rp 1,45 Miliar","Antapani, Bandung",3,2,1,: 124 m²,: 80 m²
hos17756356,Jual atau Sewa Rumah Murah di Cibadak Tengah Kota Bandung,Rp 950 Juta,"Bandung Kota, Bandung",3,2,null,: 128 m²,: 110 m²
hos19015163,"Rumah Murah Baru Renov 1,5 Lantai di Komplek Taman Kopo Katapang",Rp 999 Juta,"Taman Kopo Indah, Bandung",3,2,1,: 120 m²,: 124 m²
hos18998376,Jual Rumah 2 Lt + Rooftop Strategis di Antapani Kota Bandung,"Rp 1,85 Miliar","Antapani, Bandung",5,3,3,: 174 m²,: 240 m²
hos18394174,Rumah Lux Kolam Renang Besar di Kota Baru Parahyangan Bandung,"Rp 7,5 Miliar","Kota Baru Parahyangan, Bandung",4,4,2,: 420 m²,: 350 m²
hos18432053,Rumah Cantik 2 Lantai Furnish di Kota Baru Parahyangan Hook Bdg,"Rp 4,1 Miliar","Kota Baru Parahyangan, Bandung",4,3,2,: 245 m²,: 300 m²
hos18181964,Rumah Baru Modern 2 Lantai di Komplek Antapani Bandung,"Rp 1,39 Miliar","Antapani, Bandung",3,2,2,: 90 m²,: 106 m²
hos18219396,Rumah Murah Minimalis Siap Huni di Antapani Bandung Kota,"Rp 1,1 Miliar","Antapani, Bandung",3,1,1,: 127 m²,: 89 m²
hos17959654,Rumah Murah Modern 2 Lantai Siap Huni di Komp. Antapani Bandung,"Rp 1,7 Miliar","Antapani, Bandung",3,2,1,: 101 m²,: 90 m²
hos18219446,Rumah Baru Cantik 2 Lantai di Komplek Antapani Bandung Kota,"Rp 1,6 Miliar","Antapani, Bandung",4,2,null,: 112 m²,: 150 m²
hos17970524,Rumah 3 Lantai Shm Di Ciwaruga Komplek Pesona Bali City View Bandung,"Rp 1,5 Miliar","Geger Kalong, Bandung",4,2,1,: 92 m²,: 150 m²
hos17442432,Jual Rumah Cantik Nyaman Terawat Siap Huni Area Ciwastra Bandung,"Rp 1,28 Miliar","Ciwastra, Bandung",5,3,1,: 110 m²,: 183 m²
hos18793833,"Dijual Rumah Kosan 2 Lantai Dekat Sport Jabar Arcamanik,bandung","Rp 1,3 Miliar","Arcamanik, Bandung",10,11,1,: 128 m²,: 250 m²
hos18940342,Rumah Bagus Dekat Univ Al Islam Include Kolam Renang Di Arcamanik,"Rp 1,6 Miliar","Arcamanik, Bandung",2,2,1,: 167 m²,: 100 m²
hos18899747,Rumah Siap Huni Komplek Puri Dago Dekat Pusat Kuliner Antapani,"Rp 1,5 Miliar","Arcamanik, Bandung",5,4,1,: 121 m²,: 128 m²
hos18112543,"Rumah Nyaman 2 Lantai Siap Huni Dekat Griya Arcamanik,bandung","Rp 1,3 Miliar","Arcamanik, Bandung",4,4,1,: 119 m²,: 155 m²
hos18696451,Rumah Hitung Tanah Harga Menarik Dekat Kampus Al-Islam Arcamanik,Rp 825 Juta,"Arcamanik, Bandung",3,2,1,: 173 m²,: 105 m²
hos18187663,"Rumah 2 Lantai Terbaik Premium Dekat Griya Arcamanik,bandung","Rp 1,3 Miliar","Arcamanik, Bandung",4,4,1,: 119 m²,: 155 m²
hos18816136,Rumah Bagus 2 Lantai Shm Terbaik Dekat Univ Al Islam Arcamanik,"Rp 1,35 Miliar","Arcamanik, Bandung",4,3,1,: 100 m²,: 160 m²
hos18490642,Rumah Cantik Di Buah Batu Regency 5 Menit Dari Pintu Tol Buah Batu,"Rp 2,6 Miliar","Buah Batu, Bandung",4,3,1,: 224 m²,: 330 m²
hos18259460,Rumah Baru Minimalis Strategis Antapani Bandung,"Rp 1,03 Miliar","Antapani, Bandung",3,2,1,: 84 m²,: 120 m²
hos18256790,"Rumah Cantik Di Cikutra Baru, Dekat Itenas Bandung","Rp 2,25 Miliar","Cikutra, Bandung",6,4,2,: 155 m²,: 200 m²
hos18977460,Rumah Besar Bagus Dijual Gunung Batu Cimahi,"Rp 4,2 Miliar","Gunung Batu, Bandung",5,4,1,: 420 m²,: 300 m²
hos17171380,Rumah Damai Sejahtera Siap Huni Di Tki 2 Bandung,"Rp 1,45 Miliar","Taman Kopo Indah, Bandung",5,2,2,: 135 m²,: 226 m²
hos16610361,"Dijual Rumah Minimalis Dekat Kampus Upi Area Cibiru,bandung Timur",Rp 599 Juta,"Bandung Kota, Bandung",2,1,1,: 98 m²,: 50 m²
hos18836526,Jual Rumah 1 Lantai Shm Dekat Pusat Pendidikan Di Riung Bandung,Rp 600 Juta,"Rancasari, Bandung",3,1,2,: 88 m²,: 72 m²
hos18708184,Dijual Murah Rumah Akses Jl.tanjungsari Di Antapani Bandung,"Rp 2,2 Miliar","Antapani, Bandung",4,3,2,: 261 m²,: 200 m²
hos17212810,Rumah Setraduta Minimalis Dan Lux,"Rp 7,5 Miliar","Setra Duta, Bandung",4,4,2,: 375 m²,: 460 m²
hos18934641,Rumah Baru Siap Huni di Kembar Mas Sayap Moh Toha Bandung,"Rp 2,4 Miliar","Moch Toha, Bandung",3,2,1,: 171 m²,: 121 m²
hos16265893,Rumah Setraduta Minimalis View Kota Bandung,"Rp 2,97 Miliar","Setra Duta, Bandung",3,3,2,: 115 m²,: 165 m²
