id_listing,judul,harga,alamat,kamar_tidur,kamar_mandi,garasi/carport,harga_rp,luas_tanah_sqm,luas_bangunan_sqm,kecamatan,wilayah,segmen_harga,segmen_lt,latitude,longitude,jarak_pusat_kota(km)
hos18787200,Rumah Murah Komplek Griya Winaya Ujungberung Bandung,Rp 420 Juta,"Ujungberung, Bandung",1,1,1,420000000,99,50,Ujungberung,Bandung Timur,<500 Juta,60-120sqm,-6.9053267,107.710954740483,11.17
hos18942506,Rumah Murah Luas Komplek Giri Mekar Cijambe Ujungberung Bandung,Rp 590 Juta,"Ujungberung, Bandung",2,1,1,590000000,154,80,Ujungberung,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9053267,107.710954740483,11.17
hos18939093,Turun Harga Rumah Murah Sayap Martanegara Turangga Bandung,"Rp 1,25 Miliar","Turangga, Bandung",2,1,1,1250000000,126,120,Lengkong,Bandung Tengah,500 juta-1.5M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos18730503,Rumah Murah Siaphuni Komplek Tanjungsari Antapani Bandung,"Rp 1,2 Miliar","Antapani, Bandung",2,1,1,1200000000,135,100,Antapani,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos18767883,Turun Harga Rumah Murah Minimalis Cisaranten Arcamanik Bandung,Rp 735 Juta,"Arcamanik, Bandung",2,1,1,735000000,112,50,Arcamanik,Bandung Timur,500 juta-1.5M,60-120sqm,-6.92144665,107.6770158552717,7.49
hos18938812,Rumah Murah 300jutaan Komplek Ujungberung Kodya Bandung,Rp 330 Juta,"Ujungberung, Bandung",1,1,1,330000000,70,50,Ujungberung,Bandung Timur,<500 Juta,60-120sqm,-6.9053267,107.710954740483,11.17
hos18999144,Rumah Minimalis 300JTan Ciganitri Cikoneng Buah Batu Bandung,Rp 360 Juta,"Terusan Buah Batu, Bandung",2,1,1,360000000,70,40,Lengkong,Bandung Tengah,<500 Juta,60-120sqm,-6.9343483,107.62621853326837,3.14
hos18906873,Rumah Murah Minimalis Furnish Cluster Antapani Bandung,Rp 900 Juta,"Antapani, Bandung",1,1,1,900000000,115,60,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos19046466,Turun Harga Rumah Murah Dekat Sport Jabar Arcamanik Bandung,Rp 875 Juta,"Arcamanik, Bandung",2,1,1,875000000,112,50,Arcamanik,Bandung Timur,500 juta-1.5M,60-120sqm,-6.92144665,107.6770158552717,7.49
hos18543364,"Rumah Baru 2 Lantai Siap Huni Luas 120 M² 4 + 1 Kamar Tidur Hanya 7 Menit Menuju Mall Tsm, Turangga Bandung","Rp 2,45 Miliar","Turangga, Bandung",4,3,2,2450000000,120,165,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos18930729,"Turun Harga Rumah Siap Huni Shm Di Taman Kopo Indah , Kopo","Rp 1,2 Miliar","Kopo, Bandung",2,1,1,1200000000,119,100,Bojongloa Kaler,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.93232645,107.59074740446374,3.19
hos18855911,Hunian Kalasan Raya Pharmindo Lingkungan Asri,Rp 778 Juta,"Cijerah, Bandung",3,3,1,778000000,61,48,Bandung Kulon,Bandung Barat,500 juta-1.5M,60-120sqm,-6.93193445,107.55505327116754,6.51
hos16027426,Dijual Rumah Lokasi Favorit Sukaluyu Bandung,Rp 6 Miliar,"Sukaluyu, Bandung",5,4,2,6000000000,363,600,Cibeunying Kaler,Bandung Utara,3-7M,200-400sqm,-6.8863341,107.62897980161543,3.43
hos17520505,Rumah Hook Di Sayap Buah Batu Bandung,"Rp 4,8 Miliar","Buah Batu, Bandung",4,3,1,4800000000,240,500,Buah Batu,Bandung Selatan,3-7M,200-400sqm,-6.965688011053042,107.63789418028449,6.79
hos18587031,Rumah Hook Di Buah Batu Square Bandung,"Rp 2,8 Miliar","Buah Batu, Bandung",4,3,1,2800000000,141,280,Buah Batu,Bandung Selatan,1.5-3M,120-200sqm,-6.965688011053042,107.63789418028449,6.79
hos10528604,Dijual Rumah Lux Lingkungan Nyaman Di Setraduta,Rp 18 Miliar,"Setra Duta, Bandung",5,2,6,18000000000,625,700,Sukasari,Bandung Utara,>7M,400-800sqm,-6.889291249999999,107.58870509879455,3.37
hos18856121,Bintang Lovina Pperumahan Dengan Konsep Scandivian,Rp 150 Juta,"Kopo, Bandung",2,1,1,150000000,50,30,Bojongloa Kaler,Bandung Selatan,<500 Juta,<60sqm,-6.93232645,107.59074740446374,3.19
hos18643552,Rumah Termurah Hitung Tanah di Komplek Ciwastra Bandung,Rp 650 Juta,"Ciwastra, Bandung",3,2,1,650000000,154,100,Buah Batu,Bandung Selatan,500 juta-1.5M,120-200sqm,-6.965688011053042,107.63789418028449,6.79
hos16945989,Rumah Terawat Full Furnished di Dago Pakar Resort Bandung,"Rp 5,75 Miliar","Dago Pakar, Bandung",6,5,2,5750000000,600,320,Coblong,Bandung Utara,3-7M,400-800sqm,-6.880933349999999,107.61392108064138,3.35
hos18518865,Rumah Lux Full Furnished di Komplek Dago Pakar Resort Bandung,"Rp 8,75 Miliar","Dago Pakar, Bandung",3,3,2,8750000000,494,500,Coblong,Bandung Utara,>7M,400-800sqm,-6.880933349999999,107.61392108064138,3.35
hos18502976,Rumah Bagus Murah Siap Huni Komplek Dago Pakar Resort Bandung,"Rp 5,5 Miliar","Dago Pakar, Bandung",3,2,3,5500000000,435,300,Coblong,Bandung Utara,3-7M,400-800sqm,-6.880933349999999,107.61392108064138,3.35
hos18409185,Rumah Murah Siap Huni di Komplek Dago Pakar Resort Bandung,"Rp 2,49 Miliar","Dago Pakar, Bandung",4,3,1,2490000000,176,200,Coblong,Bandung Utara,1.5-3M,120-200sqm,-6.880933349999999,107.61392108064138,3.35
hos16179020,Dijual Rumah Asri Adem Siap Huni Kota Bandung,"Rp 1,7 Miliar","Bandung Kota, Bandung",6,4,2,1700000000,350,350,Sumur Bandung,Bandung Tengah,1.5-3M,200-400sqm,-6.9143889000000005,107.61702181771668,0.86
hos17142880,Rumah Asri Luas Besar di Golf Arcamanik,"Rp 1,85 Miliar","Arcamanik, Bandung",4,2,2,1850000000,353,160,Arcamanik,Bandung Timur,1.5-3M,200-400sqm,-6.92144665,107.6770158552717,7.49
hos14880608,Ciganitri,Rp 649 Juta,"Buah Batu, Bandung",3,2,2,649000000,101,70,Buah Batu,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18986910,Rumah Murah 3 Lantai Siap Huni di Riung Bandung,Rp 495 Juta,"Soekarno Hatta, Bandung",5,1,1,495000000,60,150,Kiaracondong,Bandung Tengah,<500 Juta,60-120sqm,-6.9247499,107.6462773,4.28
hos17339442,Rumah Cantik Modern Di Batu Indah Buah Batu,"Rp 4,5 Miliar","Buah Batu, Bandung",7,4,2,4500000000,325,370,Buah Batu,Bandung Selatan,3-7M,200-400sqm,-6.965688011053042,107.63789418028449,6.79
hos14880602,Dijual Rumah Murah asri dan adem di Komplek Padasuka Bandung,"Rp 1,7 Miliar","Padasuka, Bandung",5,4,1,1700000000,400,320,Cibeunying Kidul,Bandung Utara,1.5-3M,400-800sqm,-6.89851205,107.65007706308097,4.63
hos18156517,Rumah Lux Setra Sari Raya Furnished Ada Swimming Pool,"Rp 6,2 Miliar","Setra Sari, Bandung",5,4,2,6200000000,361,300,Sukasari,Bandung Utara,3-7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos10321386,Rumah Baru Cluster Btari 10 Basic Summarecon Bandung,"Rp 3,4 Miliar","Summarecon Bandung, Bandung",3,2,1,3400000000,180,136,Gedebage,Bandung Timur,3-7M,120-200sqm,-6.95283425,107.69811481410812,10.77
hos15158158,Rumah Murah Asri Golf Arcamanik Harga Dibawah Pasar,"Rp 1,85 Miliar","Arcamanik, Bandung",4,2,4,1850000000,355,160,Arcamanik,Bandung Timur,1.5-3M,200-400sqm,-6.92144665,107.6770158552717,7.49
hos19037234,Rumah Murah Terawat di Cikutra Pahlawan Bandung,Rp 3 Miliar,"Cikutra, Bandung",5,3,1,3000000000,267,166,Cibeunying Kidul,Bandung Utara,3-7M,200-400sqm,-6.89851205,107.65007706308097,4.63
hos17708950,Rumah Murah Hitung Tanah Lokasi Strategis di Sukaluyu Bandung,"Rp 3,1 Miliar","Sukaluyu, Bandung",4,2,1,3100000000,269,180,Cibeunying Kaler,Bandung Utara,3-7M,200-400sqm,-6.8863341,107.62897980161543,3.43
hos17901636,Rumah Baru Minimalis Modern 2 Lantai Turangga Lokasi Sangat Strategis Akses Jalan Besar 3 Mobil Tengah Kota Harga Nego,"Rp 3,75 Miliar","Turangga, Bandung",4,4,2,3750000000,175,200,Lengkong,Bandung Tengah,3-7M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos18386636,"Termurah, Rumah Di Antapani Siap Huni","Rp 1,25 Miliar","Antapani, Bandung",3,2,1,1250000000,167,70,Antapani,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos16747823,Rumah Murah Di Bandung Ciwastra Buahbatu Kpr Pasti Acc Dp 5 Jt Angsuran 2 Jutaan Bonus Umroh Sepeda Motor Dll,Rp 600 Juta,"Bandung Timur, Bandung",2,1,1,600000000,72,45,Arcamanik,Bandung Timur,500 juta-1.5M,60-120sqm,-6.92144665,107.6770158552717,7.49
hos17854266,Rumah Bagus Terawat di Kuta Kencana Utara ( Singgasana ),Rp 8 Miliar,"Singgasana, Bandung",5,4,2,8000000000,340,620,Bojongloa Kidul,Bandung Selatan,>7M,200-400sqm,-6.947036199999999,107.59627135374859,4.27
hos18249928,Dijual Cepat Rumah Bagus Dibawah Pasaran Di Jln Airbus ( Bandung ) Dekat Tol Pasteur,"Rp 3,6 Miliar","Surya Sumantri, Bandung",3,2,1,3600000000,325,308,Sukasari,Bandung Utara,3-7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos18151792,"Dijual Rumah Lokasi Premium Di Cisitu Indah, Dago Bandung",Rp 10 Miliar,"Dago, Bandung",10,4,2,10000000000,668,360,Coblong,Bandung Utara,>7M,400-800sqm,-6.880933349999999,107.61392108064138,3.35
hos17958617,"Dijual Rumah Bagus di Batununggal, Jalan Besar","Rp 3,25 Miliar","Batununggal, Bandung",4,3,1,3250000000,180,245,Batununggal,Bandung Tengah,3-7M,120-200sqm,-6.928054100000001,107.6404417263918,3.85
hos15523616,Rumah Murah Pusat Kota Hitung Tanah Jalan Kote Bandung,"Rp 2,32 Miliar","Sudirman, Bandung",2,1,1,2320000000,116,100,Astana Anyar,Bandung Tengah,1.5-3M,60-120sqm,-6.9324654500000005,107.59881535095596,2.68
hos18984317,Rumah Murah Tengah Kota Dijual Melong Cijerah Bandung,Rp 999 Juta,"Cijerah, Bandung",3,2,1,999000000,115,84,Bandung Kulon,Bandung Barat,500 juta-1.5M,60-120sqm,-6.93193445,107.55505327116754,6.51
hos18721932,Rumah Murah Dijual Batununggal Indah Bandung,"Rp 1,99 Miliar","Buah Batu, Bandung",3,2,2,1990000000,126,160,Buah Batu,Bandung Selatan,1.5-3M,120-200sqm,-6.965688011053042,107.63789418028449,6.79
hos18722001,Rumah 2 Lantai Bagus Batununggal Indah Bandung,Rp 2 Miliar,"Batununggal, Bandung",3,2,1,2000000000,126,160,Batununggal,Bandung Tengah,1.5-3M,120-200sqm,-6.928054100000001,107.6404417263918,3.85
hos17457600,Dijual Rumah Siap Pakai Komplex Sukamulya Indah Pasteur,"Rp 5,9 Miliar","Pasteur, Bandung",4,3,1,5900000000,428,350,Sukajadi,Bandung Barat,3-7M,400-800sqm,-6.860296099999999,107.58906784137545,6.07
hos19006466,Rumah Dijual Murah Minimalis Sadang Kopo Bandung,"Rp 1,55 Miliar","Kopo, Bandung",4,4,1,1550000000,149,280,Bojongloa Kaler,Bandung Selatan,1.5-3M,120-200sqm,-6.93232645,107.59074740446374,3.19
hos19006422,Rumah Dijual Murah Minimalis Kopo Sadang Bandung,"Rp 1,55 Miliar","Kopo, Bandung",4,4,1,1550000000,149,280,Bojongloa Kaler,Bandung Selatan,1.5-3M,120-200sqm,-6.93232645,107.59074740446374,3.19
hos3149447,Jual Cepat Rumah Gbi Ciwastra 2 Lantai Cipamokolan Dekat Tol Gedebage Buahbatu Arcamanik Antapani Padasuka Dago Margahayu Panyileukan Kota Bandung,Rp 470 Juta,"Buah Batu, Bandung",4,2,1,470000000,60,120,Buah Batu,Bandung Selatan,<500 Juta,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos17210553,Azalea Townhouse Rumah Gaya Jepang di Cigadung Dago Dkt Itb Unikom,"Rp 2,68 Miliar","Cigadung, Bandung",3,3,1,2680000000,100,130,Cibeunying Kaler,Bandung Utara,1.5-3M,60-120sqm,-6.8863341,107.62897980161543,3.43
hos18949271,Rumah Siap Huni Bangunan Baru Di Taman Holis Indah Bandung,"Rp 2,3 Miliar","Holis Cigondewah, Bandung",3,3,2,2300000000,243,175,Astana Anyar,Bandung Tengah,1.5-3M,200-400sqm,-6.9324654500000005,107.59881535095596,2.68
hos18949268,Rumah Tinggal Di Taman Holis Indah Bandung,"Rp 1,12 Miliar","Holis Cigondewah, Bandung",3,2,1,1120000000,111,110,Astana Anyar,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9324654500000005,107.59881535095596,2.68
hos18949197,Rumah Di Margahayu Permai Taman Kopo Indah,"Rp 4,5 Miliar","Kopo, Bandung",5,4,1,4500000000,1298,360,Bojongloa Kaler,Bandung Selatan,3-7M,>800sqm,-6.93232645,107.59074740446374,3.19
hos18442268,Jual Cepat Rumah Minimalis Di Setiabudi Regency Bandung Utara,Rp 900 Juta,"Setiabudi, Bandung",2,1,1,900000000,100,80,Sukasari,Bandung Utara,500 juta-1.5M,60-120sqm,-6.889291249999999,107.58870509879455,3.37
hos18325960,Dijual Rumah Baru Minimalis Modern Di Turangga,"Rp 2,5 Miliar","Turangga, Bandung",4,4,2,2500000000,130,108,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos18822831,"Rumah 3 Lantai Shm Luas 200 M², 4 + 1 Kamar Tidur Bisa Dijadikan Workshop, Klinik, Salon Dan Usaha Lainnya, Antapani Bandung","Rp 2,7 Miliar","Antapani, Bandung",4,3,2,2700000000,130,200,Antapani,Bandung Timur,1.5-3M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos19047616,"Komp. Sekelimus, Buahbatu, By Pass. Rumah Baru Mewah 2 Lantai Di Kota Bandung","Rp 2,25 Miliar","Buah Batu, Bandung",4,3,2,2250000000,110,140,Buah Batu,Bandung Selatan,1.5-3M,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18091549,Rumah Kekinian Budisari Dlm.kompleks Tenang Dan Aman,"Rp 5,4 Miliar","Setiabudi, Bandung",3,3,1,5400000000,349,370,Sukasari,Bandung Utara,3-7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos17535869,"Komp. Parakan Asri Dekat Batununggal, Buahbatu. Rumah Mewah Siap Huni Di Kota Bandung","Rp 2,6 Miliar","Buah Batu, Bandung",6,5,1,2600000000,260,400,Buah Batu,Bandung Selatan,1.5-3M,200-400sqm,-6.965688011053042,107.63789418028449,6.79
hos19047533,Rumah Mewah Dijual Bale Pakuan Ciumbuleuit Bandung,"Rp 5,8 Miliar","Ciumbuleuit, Bandung",3,3,2,5800000000,160,350,Cidadap,Bandung Barat,3-7M,120-200sqm,-6.8627967,107.60935594852518,5.33
hos18861254,Rumah 2 Lantai Graha Puspa Sersan Bajuri Sayap Setibudi Siap Huni,"Rp 1,85 Miliar","Setiabudi, Bandung",4,3,2,1850000000,243,300,Sukasari,Bandung Utara,1.5-3M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos18842667,Lokasi Premier Turangga Sayap Maskumambang Martanegara,"Rp 7,45 Miliar","Turangga, Bandung",7,6,3,7450000000,380,500,Lengkong,Bandung Tengah,>7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos18842500,Murah Cluster Cherry Field Celeste Buahbatu Dekat Telkom Univesity,"Rp 1,7 Miliar","Buah Batu, Bandung",4,3,1,1700000000,162,175,Buah Batu,Bandung Selatan,1.5-3M,120-200sqm,-6.965688011053042,107.63789418028449,6.79
hos19047054,Termurah Summarecon Dayana Unit Pojokan Hoek,"Rp 1,68 Miliar","Gede Bage, Bandung",2,2,1,1680000000,109,68,Gedebage,Bandung Timur,1.5-3M,60-120sqm,-6.95283425,107.69811481410812,10.77
hos18888628,Rumah Murah Siap Huni Pasir Salam Bkr Bandung Kota,"Rp 1,5 Miliar","BKR, Bandung",3,2,2,1500000000,148,87,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos14453443,Rumah Minimalis Siap Huni Lokasi Bagus Bkr Bandung,"Rp 2,3 Miliar","BKR, Bandung",3,2,2,2300000000,150,160,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos15928725,Rumah Lux Full Furnish Sayap Jalan Bkr Bandung,"Rp 6,5 Miliar","Regol, Bandung",5,4,2,6500000000,420,550,Regol,Bandung Selatan,3-7M,400-800sqm,-6.939712849999999,107.613796906891,3.21
hos19047468,Rumah Strategis Maindroad Sarijadi Pasteur Bandung,"Rp 3,6 Miliar","Pasteur, Bandung",4,3,1,3600000000,240,224,Sukajadi,Bandung Barat,3-7M,200-400sqm,-6.860296099999999,107.58906784137545,6.07
hos17065554,"Rumah Murah di Sayap Gatot Subroto Bandung, Bandung","Rp 2,7 Miliar","Gatot Subroto, Bandung",6,3,1,2700000000,156,200,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos18773595,Rumah Minimalis Siap Huni di Cluster Ciwastra Bandung,Rp 450 Juta,"Ciwastra, Bandung",1,1,1,450000000,90,28,Buah Batu,Bandung Selatan,<500 Juta,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos17870131,Rumah Bersih 2 Lantai Siap Huni Di Cluster Mekarwangi Bandung,"Rp 2,2 Miliar","Mekar Wangi, Bandung",3,2,1,2200000000,101,142,Bojongloa Kidul,Bandung Selatan,1.5-3M,60-120sqm,-6.947036199999999,107.59627135374859,4.27
hos18219415,Rumah Murah Asri Siap Huni di Antapani Bandung Kota,"Rp 1,4 Miliar","Antapani, Bandung",2,2,1,1400000000,124,80,Antapani,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos16224756,Rumah Cozy Modern Nice View Furnish di Cluster Budi Indah Bandung,"Rp 6,5 Miliar","Setiabudi, Bandung",3,3,1,6500000000,450,300,Sukasari,Bandung Utara,3-7M,400-800sqm,-6.889291249999999,107.58870509879455,3.37
hos19037355,Dijual Rumah Mewah Lux Kawasan Elit Setraduta Bandung Kota,"Rp 7,9 Miliar","Setra Duta, Bandung",4,4,1,7900000000,352,427,Sukasari,Bandung Utara,>7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos17870011,Jual Rumah mewah WITH POOL Di Sayap Pasteur Bandung Kota,Rp 20 Miliar,"Pasteur, Bandung",9,11,3,20000000000,870,900,Sukajadi,Bandung Barat,>7M,>800sqm,-6.860296099999999,107.58906784137545,6.07
hos18881918,Rumah 2 Lantai With Pool di Cluster Sayap Pasteur Bandung,"Rp 1,9 Miliar","Pasteur, Bandung",3,3,1,1900000000,130,150,Sukajadi,Bandung Barat,1.5-3M,120-200sqm,-6.860296099999999,107.58906784137545,6.07
hos18367220,Rumah Minimalis Siap Huni di Komplek Puri Dago Antapani Bandung,"Rp 1,8 Miliar","Antapani, Bandung",3,2,1,1800000000,147,110,Antapani,Bandung Timur,1.5-3M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos16802558,Rumah Murah Siap Huni di Arcamanik Bandung,Rp 600 Juta,"Arcamanik, Bandung",3,1,1,600000000,94,60,Arcamanik,Bandung Timur,500 juta-1.5M,60-120sqm,-6.92144665,107.6770158552717,7.49
hos18796688,Jual Rumah Murah Siap Huni di Komplek Antapani Bandung Kota,"Rp 1,1 Miliar","Antapani, Bandung",3,2,1,1100000000,90,180,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos16574288,Rumah Murah Minimalis Siap Huni di Cluster Arcamanik Bandung,Rp 780 Juta,"Antapani, Bandung",2,2,1,780000000,97,68,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos17976712,Rumah Murah Siap Huni di Belakang Setiabudi Regency Bandung,Rp 650 Juta,"Setiabudi, Bandung",3,2,1,650000000,50,70,Sukasari,Bandung Utara,500 juta-1.5M,<60sqm,-6.889291249999999,107.58870509879455,3.37
hos18780652,Rumah Baru Modern Furnish 3 Lantai Sejuk di Dago Bandung,"Rp 1,65 Miliar","Dago, Bandung",3,3,1,1650000000,80,180,Coblong,Bandung Utara,1.5-3M,60-120sqm,-6.880933349999999,107.61392108064138,3.35
hos18487181,Rumah Murah Siap Huni 2 Lantai di Antapani Tengah Bandung Kota,Rp 850 Juta,"Antapani, Bandung",4,2,1,850000000,91,101,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos18864290,Rumah Bagus Strategis di Sayap Jl.jakarta Antapani Bandung Kota,"Rp 2,5 Miliar","Bandung Kota, Bandung",3,3,1,2500000000,120,100,Sumur Bandung,Bandung Tengah,1.5-3M,120-200sqm,-6.9143889000000005,107.61702181771668,0.86
hos18797093,Jual Rumah Murah 2 Lantai di Antapani Bandung Kota,Rp 750 Juta,"Antapani, Bandung",4,2,1,750000000,60,110,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos18219435,"Rumah Murah 1,5 Lantai di Cluster Antapani Tengah Kota Bandung","Rp 1,3 Miliar","Antapani, Bandung",3,3,1,1300000000,105,175,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos18750441,Jual Rumah Terawat Strategis di Antapani Kota Bandung,"Rp 1,6 Miliar","Antapani, Bandung",4,2,1,1600000000,180,177,Antapani,Bandung Timur,1.5-3M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos17755980,Rumah Minimalis Murah Bagus Untuk Invest di Antapani Bandung,"Rp 1,45 Miliar","Antapani, Bandung",3,2,1,1450000000,124,80,Antapani,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos17756356,Jual atau Sewa Rumah Murah di Cibadak Tengah Kota Bandung,Rp 950 Juta,"Bandung Kota, Bandung",3,2,1,950000000,128,110,Sumur Bandung,Bandung Tengah,500 juta-1.5M,120-200sqm,-6.9143889000000005,107.61702181771668,0.86
hos18998376,Jual Rumah 2 Lt + Rooftop Strategis di Antapani Kota Bandung,"Rp 1,85 Miliar","Antapani, Bandung",5,3,3,1850000000,174,240,Antapani,Bandung Timur,1.5-3M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos18181964,Rumah Baru Modern 2 Lantai di Komplek Antapani Bandung,"Rp 1,39 Miliar","Antapani, Bandung",3,2,2,1390000000,90,106,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos18219396,Rumah Murah Minimalis Siap Huni di Antapani Bandung Kota,"Rp 1,1 Miliar","Antapani, Bandung",3,1,1,1100000000,127,89,Antapani,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos17959654,Rumah Murah Modern 2 Lantai Siap Huni di Komp. Antapani Bandung,"Rp 1,7 Miliar","Antapani, Bandung",3,2,1,1700000000,101,90,Antapani,Bandung Timur,1.5-3M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos18219446,Rumah Baru Cantik 2 Lantai di Komplek Antapani Bandung Kota,"Rp 1,6 Miliar","Antapani, Bandung",4,2,1,1600000000,112,150,Antapani,Bandung Timur,1.5-3M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos17970524,Rumah 3 Lantai Shm Di Ciwaruga Komplek Pesona Bali City View Bandung,"Rp 1,5 Miliar","Geger Kalong, Bandung",4,2,1,1500000000,92,150,Sukasari,Bandung Utara,1.5-3M,60-120sqm,-6.889291249999999,107.58870509879455,3.37
hos17442432,Jual Rumah Cantik Nyaman Terawat Siap Huni Area Ciwastra Bandung,"Rp 1,28 Miliar","Ciwastra, Bandung",5,3,1,1280000000,110,183,Buah Batu,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18940342,Rumah Bagus Dekat Univ Al Islam Include Kolam Renang Di Arcamanik,"Rp 1,6 Miliar","Arcamanik, Bandung",2,2,1,1600000000,167,100,Arcamanik,Bandung Timur,1.5-3M,120-200sqm,-6.92144665,107.6770158552717,7.49
hos18899747,Rumah Siap Huni Komplek Puri Dago Dekat Pusat Kuliner Antapani,"Rp 1,5 Miliar","Arcamanik, Bandung",5,4,1,1500000000,121,128,Arcamanik,Bandung Timur,1.5-3M,120-200sqm,-6.92144665,107.6770158552717,7.49
hos18112543,"Rumah Nyaman 2 Lantai Siap Huni Dekat Griya Arcamanik,bandung","Rp 1,3 Miliar","Arcamanik, Bandung",4,4,1,1300000000,119,155,Arcamanik,Bandung Timur,500 juta-1.5M,60-120sqm,-6.92144665,107.6770158552717,7.49
hos18696451,Rumah Hitung Tanah Harga Menarik Dekat Kampus Al-Islam Arcamanik,Rp 825 Juta,"Arcamanik, Bandung",3,2,1,825000000,173,105,Arcamanik,Bandung Timur,500 juta-1.5M,120-200sqm,-6.92144665,107.6770158552717,7.49
hos18187663,"Rumah 2 Lantai Terbaik Premium Dekat Griya Arcamanik,bandung","Rp 1,3 Miliar","Arcamanik, Bandung",4,4,1,1300000000,119,155,Arcamanik,Bandung Timur,500 juta-1.5M,60-120sqm,-6.92144665,107.6770158552717,7.49
hos18816136,Rumah Bagus 2 Lantai Shm Terbaik Dekat Univ Al Islam Arcamanik,"Rp 1,35 Miliar","Arcamanik, Bandung",4,3,1,1350000000,100,160,Arcamanik,Bandung Timur,500 juta-1.5M,60-120sqm,-6.92144665,107.6770158552717,7.49
hos18490642,Rumah Cantik Di Buah Batu Regency 5 Menit Dari Pintu Tol Buah Batu,"Rp 2,6 Miliar","Buah Batu, Bandung",4,3,1,2600000000,224,330,Buah Batu,Bandung Selatan,1.5-3M,200-400sqm,-6.965688011053042,107.63789418028449,6.79
hos18259460,Rumah Baru Minimalis Strategis Antapani Bandung,"Rp 1,03 Miliar","Antapani, Bandung",3,2,1,1030000000,84,120,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos18256790,"Rumah Cantik Di Cikutra Baru, Dekat Itenas Bandung","Rp 2,25 Miliar","Cikutra, Bandung",6,4,2,2250000000,155,200,Cibeunying Kidul,Bandung Utara,1.5-3M,120-200sqm,-6.89851205,107.65007706308097,4.63
